,Name,Ratings,Reviews,Industry,HQ,Number_of_employees
303,Fortis Healthcare,4.0,2k,Healthcare,Gurgaon/Gurugram +59 more,1k-5k Employees
304,G4S,4.0,2k,Law Enforcement & Security,Gurgaon/Gurugram +131 more,1 Lakh+ Employees
305,BlackBuck,3.8,1.9k,Logistics,Bangalore +309 more,1k-5k Employees
306,Societe Generale,3.9,1.9k,Financial Services,Bangalore/Bengaluru +15 more,1k-5k Employees
307,UNO Minda,4.0,1.9k,Auto Components,Gurgaon +83 more,201-500 Employees
308,Fiserv,3.6,1.9k,FinTech,Brookfield +28 more,5k-10k Employees
309,Micro Labs,3.7,1.9k,Pharma,Bangalore/Bengaluru +119 more,10k-50k Employees
310,Britannia,4.1,1.9k,FMCG,Reading +227 more,1k-5k Employees
311,KFintech,3.6,1.9k,FinTech,Hyderabad +100 more,5k-10k Employees
312,TVS Supply Chain Solutions,3.9,1.9k,Logistics,Chennai +127 more,1k-5k Employees
313,Voltas,4.0,1.9k,Consumer Electronics & Appliances,Mumbai +168 more,1k-5k Employees
314,Ola Cabs,3.5,1.9k,Internet,Bangalore +94 more,1k-5k Employees
315,Lifestyle,4.4,1.9k,Retail,Bangalore/Bengaluru +108 more,10k-50k Employees
316,Exide Industries,3.5,1.9k,Auto Components,Kolkata +183 more,5k-10k Employees
317,Sterlite Technologies,3.8,1.8k,Hardware & Networking,Pune +74 more,1k-5k Employees
318,Radisson Hotels,4.0,1.8k,Hospitality,Minnetonka +102 more,5k-10k Employees
319,Himalaya Wellness,4.1,1.8k,Pharma,San Francisco +190 more,5k-10k Employees
320,Kyndryl,4.0,1.8k,IT Services & Consulting,New York +24 more,10k-50k Employees
321,Shree Cement,4.0,1.8k,Building Material,Kolkata +188 more,5k-10k Employees
322,PepsiCo,4.1,1.8k,Food Processing,Harrison +203 more,1 Lakh+ Employees
323,Extramarks Education,3.5,1.8k,EdTech,Noida +103 more,1k-5k Employees
324,Quest Global,3.6,1.8k,IT Services & Consulting,Singapore +32 more,10k-50k Employees
325,ACT Fibernet,4.0,1.8k,Telecom,Bengaluru/Bangalore +40 more,5k-10k Employees
326,Yazaki,3.8,1.8k,10k-50k Employees,Tokyo +64 more,83 years old
327,Eureka Forbes,3.8,1.8k,Consumer Electronics & Appliances,Mumbai +158 more,1k-5k Employees
328,Aditya Birla Group,4.2,1.8k,Building Material,Mumbai +219 more,1 Lakh+ Employees
329,Ajanta Pharma,4.0,1.8k,Pharma,Mumbai +96 more,5k-10k Employees
330,IKS Health,3.6,1.8k,Healthcare,Mumbai +16 more,5k-10k Employees
331,Dalmia Bharat Cement,4.0,1.8k,Building Material,Delhi/NCR +190 more,5k-10k Employees
332,Blue Star,4.0,1.8k,Consumer Electronics & Appliances,Mumbai +126 more,1k-5k Employees
333,Future Retail,4.3,1.8k,Retail,San Francisco +197 more,10k-50k Employees
334,Life Insurance Corporation of India,4.3,1.8k,Insurance,Mumbai +404 more,1 Lakh+ Employees
335,Cholamandalam MS General Insurance,3.9,1.8k,Insurance,Noida +325 more,1k-5k Employees
336,JMC Projects,4.2,1.8k,Engineering & Construction,Noida +117 more,1k-5k Employees
337,XpressBees,3.8,1.8k,Logistics,Noida +225 more,5k-10k Employees
338,Mahindra Rural Housing Finance,4.1,1.8k,NBFC,Noida +401 more,10k-50k Employees
339,Sonalika Tractors,3.7,1.8k,Automobile,Noida +146 more,1k-5k Employees
340,Delhi Public School,3.9,1.8k,Education & Training,Greater Noida +231 more,1k-5k Employees
341,Rivigo,3.9,1.8k,Internet,Gurgaon +149 more,1k-5k Employees
342,Nokia Networks,4.3,1.8k,Hardware & Networking,Chennai +83 more,501-1k Employees
343,Ninjacart,4.1,1.7k,Agriculture,Bangalore +90 more,1k-5k Employees
344,Zomato,3.7,1.7k,Internet,Gurgaon +168 more,1k-5k Employees
345,DS Group,4.0,1.7k,FMCG,Noida +188 more,1k-5k Employees
346,Mahindra Logistics,4.1,1.7k,Logistics,Mumbai +120 more,1k-5k Employees
347,Motilal Oswal Financial Services,3.8,1.7k,Financial Services,Mumbai +121 more,5k-10k Employees
348,Wipro BPS,3.8,1.7k,IT Services & Consulting,Bengaluru +33 more,1 Lakh+ Employees
349,Indus Towers,4.0,1.7k,Telecom,Gurgaon +152 more,1k-5k Employees
350,PVR Cinemas,4.1,1.7k,Media & Entertainment,Gurgaon +100 more,1k-5k Employees
351,Pfizer,4.1,1.7k,Pharma,Chennai +111 more,1k-5k Employees
352,Tata Teleservices,4.0,1.7k,Telecom,Mumbai +147 more,201-500 Employees
353,Emcure Pharmaceuticals,3.7,1.7k,Pharma,Pune +92 more,5k-10k Employees
354,Parle Agro,4.1,1.7k,Beverage,Mumbai +189 more,1k-5k Employees
355,SRF,4.2,1.7k,Chemicals,Gurgaon/Gurugram +44 more,5k-10k Employees
356,Datamatics Global Services,3.5,1.7k,IT Services & Consulting,Mumbai +26 more,5k-10k Employees
357,V-Mart,4.2,1.7k,Retail,Gurgaon/Gurugram +238 more,5k-10k Employees
358,Kalpataru Power Transmission,4.1,1.7k,Engineering & Construction,Mumbai +208 more,1k-5k Employees
359,Renault-Nissan,4.1,1.7k,Automobile,Chennai +77 more,10k-50k Employees
360,Myntra,4.0,1.7k,Internet,Bangalore +95 more,1k-5k Employees
361,Movate,3.5,1.7k,IT Services & Consulting,Plano +27 more,1k-5k Employees
362,Kansai Nerolac Paints,3.8,1.7k,Chemicals,Mumbai +169 more,1k-5k Employees
363,Mahindra Holidays & Resorts,3.6,1.7k,Hospitality,Mumbai +94 more,5k-10k Employees
364,Indian Railways,4.1,1.7k,Railways,Delhi/NCR +209 more,1 Lakh+ Employees
365,Reliance Trends,4.3,1.6k,Retail,Navi Mumbai +333 more,1 Lakh+ Employees
366,BHEL,4.1,1.6k,Electrical Equipment,Bangalore/Bengaluru +97 more,10k-50k Employees
367,Raymond,4.1,1.6k,Fashion & Textile,New York +125 more,5k-10k Employees
368,MSN Laboratories,3.8,1.6k,Pharma,Hyderabad/Secunderabad +68 more,10k-50k Employees
369,ICICI Securities,3.7,1.6k,Financial Services,Mumbai +121 more,1k-5k Employees
370,Fujitsu,3.9,1.6k,IT Services & Consulting,Bangalore/Bengaluru +25 more,5k-10k Employees
371,Ambuja Cements,3.9,1.6k,Building Material,Mumbai +191 more,5k-10k Employees
372,Cybage,3.9,1.6k,IT Services & Consulting,Pune +9 more,5k-10k Employees
373,KPMG Global Services,3.8,1.6k,Bengaluru/Bangalore +28 more,Bengaluru/Bangalore +28 more,
374,Info Edge,4.1,1.6k,Internet,Noida +54 more,5k-10k Employees
375,Blinkit,3.8,1.6k,Internet,Gurgaon +59 more,1k-5k Employees
376,Cadila Pharmaceuticals,3.4,1.6k,Pharma,Ahmedabad +111 more,5k-10k Employees
377,Poonawalla Fincorp,3.8,1.6k,NBFC,Mumbai +248 more,1k-5k Employees
378,3i Infotech,3.6,1.6k,IT Services & Consulting,Mumbai +106 more,1k-5k Employees
379,Shell,4.3,1.6k,Oil & Gas,London +76 more,10k-50k Employees
380,GlaxoSmithKline Pharmaceuticals,4.2,1.6k,Pharma,Brentford +178 more,1k-5k Employees
381,JCB,3.9,1.6k,Industrial Machinery,Rocester +86 more,1k-5k Employees
382,VVDN Technologies,3.6,1.6k,IT Services & Consulting,Gurgaon +29 more,5k-10k Employees
383,ZS,3.5,1.6k,Management Consulting,Evanston +9 more,5k-10k Employees
384,Whirlpool,4.1,1.6k,Consumer Electronics & Appliances,Michigan +134 more,1k-5k Employees
385,Force Motors,3.5,1.6k,Automobile,Pune +86 more,1k-5k Employees
386,Shriram City,4.1,1.6k,Financial Services,Chennai +426 more,50k-1 Lakh Employees
387,Tata Elxsi,4.0,1.6k,IT Services & Consulting,Bangalore/Bengaluru +21 more,10k-50k Employees
388,Kalyan Jewellers,4.7,1.6k,Jewellery,Bengaluru/Bangalore +130 more,5k-10k Employees
389,Endurance Technologies,3.8,1.6k,Auto Components,Aurangabad +38 more,1k-5k Employees
390,HCL Infosystems,4.0,1.6k,IT Services & Consulting,Noida +107 more,51-200 Employees
391,Syngene International,3.9,1.6k,Pharma,Bangalore/Bengaluru +14 more,1k-5k Employees
392,Jindal Stainless,4.2,1.6k,Iron & Steel,Delhi/NCR +53 more,1k-5k Employees
393,Foundever,3.9,1.6k,BPO,Miami +15 more,5k-10k Employees
394,suzuki motor gujarat,4.3,1.6k,Fortune India 500,Becharaji +80 more,Becharaji +80 more
395,Shahi Exports,4.0,1.6k,Retail,Faridabad +59 more,1 Lakh+ Employees
396,GVK Emergency Management and Research Institute,3.7,1.6k,Non-Profit,Hyderabad/Secunderabad +146 more,10k-50k Employees
397,Bharat Petroleum,4.1,1.6k,Oil & Gas,Mumbai +210 more,5k-10k Employees
398,Dhani Loans and Services,3.8,1.6k,NBFC,New Delhi +176 more,1k-5k Employees
399,NoBroker,3.2,1.5k,Internet,Bangalore +36 more,1k-5k Employees
400,Bharti AXA Life Insurance,3.9,1.5k,Insurance,Mumbai +217 more,1k-5k Employees
401,Delphi TVS,4.0,1.5k,Auto Components,Kanchipuram +31 more,1k-5k Employees
402,Fincare Small Finance Bank,4.0,1.5k,Banking,Bangalore +346 more,10k-50k Employees
403,Sobha,4.0,1.5k,Real Estate,Bangalore/Bengaluru +35 more,1k-5k Employees
404,Sterling & Wilson,4.1,1.5k,Engineering & Construction,Mumbai +93 more,501-1k Employees
405,Kent RO Systems,4.2,1.5k,Consumer Electronics & Appliances,Noida +135 more,1k-5k Employees
406,Lodha group,4.1,1.5k,Real Estate,Mumbai +23 more,5k-10k Employees
407,Brakes India,4.0,1.5k,Auto Components,Chennai +73 more,501-1k Employees
408,PhonePe,4.1,1.5k,FinTech,Bangalore +213 more,5k-10k Employees
409,ITC Hotels,4.1,1.5k,Hospitality,Kolkata +73 more,5k-10k Employees
410,Aavas Financiers,4.0,1.5k,Financial Services,Jaipur +229 more,5k-10k Employees
411,CAMS,3.7,1.5k,IT Services & Consulting,Chennai +95 more,5k-10k Employees
412,Care Health Insurance,3.8,1.5k,Internet,Gurgaon +192 more,5k-10k Employees
413,Bureau Veritas,3.9,1.5k,Other,Paris La Défense +105 more,1k-5k Employees
414,Varroc Group,3.8,1.5k,Auto Components,Aurangabad +35 more,1k-5k Employees
415,Gallagher,3.9,1.5k,Insurance,Rolling Meadows +15 more,10k-50k Employees
416,Citicorp,3.8,1.5k,Financial Services,Mumbai +23 more,1k-5k Employees
417,Future Generali India Life Insurance,3.7,1.5k,Insurance,Mumbai +166 more,1k-5k Employees
418,Unacademy,3.4,1.5k,EdTech,Bangalore +53 more,1k-5k Employees
419,Canara HSBC Life Insurance,3.8,1.5k,Insurance,Gurgaon/Gurugram +243 more,5k-10k Employees
420,Allsec Technologies,4.1,1.5k,BPO,Chennai +24 more,1k-5k Employees
421,Coromandel International,4.1,1.5k,Agro Chemicals,Hyderabad/Secunderabad +143 more,5k-10k Employees
422,Cisco,4.4,1.5k,Hardware & Networking,San Jose +33 more,10k-50k Employees
423,café Coffee day,3.9,1.5k,Hospitality,Bengaluru +91 more,1k-5k Employees
424,Sopra Steria,4.0,1.5k,IT Services & Consulting,Paris +14 more,5k-10k Employees
425,JK Tyres,3.7,1.5k,Auto Components,New Delhi +128 more,1k-5k Employees
426,Gabriel India,4.2,1.5k,Auto Components,Pune +40 more,1k-5k Employees
427,Tata Motors Finance,4.2,1.5k,NBFC,Mumbai +218 more,1k-5k Employees
428,RMSI,3.8,1.5k,IT Services & Consulting,Noida +12 more,1k-5k Employees
429,Power Mech Projects,3.8,1.5k,Engineering & Construction,Hyderabad/Secunderabad +117 more,1k-5k Employees
430,Adani Wilmar,4.2,1.5k,FMCG,Ahmedabad +147 more,1k-5k Employees
431,Star Health & Allied Insurance,3.8,1.5k,Insurance,Chennai +241 more,10k-50k Employees
432,IntouchCX,3.0,1.4k,BPO,Winnipeg +14 more,5k-10k Employees
433,Lucas-TVS,4.0,1.4k,Auto Components,Chennai +59 more,5k-10k Employees
434,UpGrad,4.0,1.4k,EdTech,San Francisco +37 more,5k-10k Employees
435,KIA MOTORS,3.8,1.4k,Automobile,Seoul +130 more,1k-5k Employees
436,Bank of Baroda,3.5,1.4k,Banking,Vadodara/Baroda +231 more,50k-1 Lakh Employees
437,Sify Technologies,3.9,1.4k,IT Services & Consulting,Chennai +104 more,1k-5k Employees
438,Taurus BPO Services,4.6,1.4k,1k-5k Employees,Pune +15 more,9 years old
439,Indian Navy,4.5,1.4k,Defence & Aerospace,Delhi/NCR +58 more,50k-1 Lakh Employees
440,ABC,3.9,1.4k,Broadcasting,New York +101 more,1k-5k Employees (Global)
441,ValueLabs,3.9,1.4k,IT Services & Consulting,Hyderabad/Secunderabad +15 more,5k-10k Employees
442,Thomson Reuters,4.1,1.4k,Legal,Toronto +24 more,5k-10k Employees
443,DBS Bank,3.9,1.4k,Banking,Hyderabad/Secunderabad +133 more,5k-10k Employees
444,Laurus Labs,4.2,1.4k,Pharma,Hyderabad/Secunderabad +14 more,5k-10k Employees
445,Planet Spark,3.8,1.4k,EdTech,Gurgaon +39 more,51-200 Employees
446,Hero FinCorp,4.2,1.4k,NBFC,Delhi +307 more,1k-5k Employees
447,Straive,3.5,1.4k,Analytics & KPO,Singapore +19 more,10k-50k Employees
448,Google,4.4,1.4k,Internet,Mountain View +80 more,10k-50k Employees
449,Parle Products,3.9,1.4k,Food Processing,Mumbai +187 more,1k-5k Employees
450,Hindustan Aeronautics,4.3,1.4k,Defence & Aerospace,Bangalore/Bengaluru +45 more,10k-50k Employees
451,SAP,4.3,1.4k,Software Product,Walldorf +41 more,10k-50k Employees
452,Uflex,3.8,1.4k,Packaging,Noida +42 more,5k-10k Employees
453,Renault Nissan Technology & Business Centre India,3.9,1.4k,IT Services & Consulting,Chennai +13 more,5k-10k Employees
454,AECOM,4.2,1.4k,Engineering & Construction,Dallas +105 more,1k-5k Employees
455,SGS,4.0,1.4k,1k-5k Employees,Geneva +107 more,Forbes Global 2000
456,TVS Sundram Fasteners,3.7,1.4k,Auto Components,Chennai +41 more,1k-5k Employees
457,Cargill,4.1,1.4k,Food Processing,Wayzata +88 more,1k-5k Employees
458,Honda,4.2,1.4k,Automobile,Greater Noida +194 more,10k-50k Employees
459,Citibank,4.0,1.4k,Banking,New York +46 more,1-10 Employees
460,IDBI Bank,3.8,1.4k,Banking,Mumbai +279 more,10k-50k Employees
461,Adani Power,3.9,1.4k,Power,Ahmedabad +77 more,1k-5k Employees
462,Novartis,4.1,1.4k,Pharma,Switzerland +62 more,1k-5k Employees
463,Dr Lal PathLabs,4.2,1.4k,Healthcare,Gurgaon/Gurugram +147 more,1k-5k Employees
464,ESAF Microfinance & Investments (P),3.9,1.4k,Financial Services,Thrissur/Trichur +273 more,1k-5k Employees
465,Big Bazaar,4.2,1.4k,Retail,Mumbai +157 more,10k-50k Employees
466,CMA CGM,4.1,1.4k,Ports & Shipping,Marseille +30 more,501-1k Employees
467,Reliance General Insurance,3.8,1.4k,Insurance,Mumbai +166 more,5k-10k Employees
468,Akums Drugs & Pharmaceuticals,4.0,1.4k,Pharma,Delhi/NCR +28 more,10k-50k Employees
469,BA Continuum,4.3,1.4k,NBFC,Gurgaon/Gurugram +15 more,1k-5k Employees
470,Intellect Design Arena,4.0,1.4k,FinTech,Chennai +25 more,5k-10k Employees
471,AXA Business Services,3.8,1.4k,Insurance,Paris +8 more,501-1k Employees
472,Wockhardt,3.8,1.4k,Pharma,Mumbai +77 more,5k-10k Employees
473,Kotak Securities,3.7,1.4k,Financial Services,Mumbai +116 more,5k-10k Employees
474,Vardhman Fabrics,4.0,1.4k,Fashion & Textile,Ludhiana +55 more,10k-50k Employees
475,Vedantu,3.3,1.4k,EdTech,Bangalore +50 more,1k-5k Employees
476,Microsoft Corporation,4.2,1.4k,Software Product,Sunnyvale +43 more,10k-50k Employees
477,Xoriant,3.9,1.4k,IT Services & Consulting,Sunnyvale +19 more,1k-5k Employees
478,Narayana Health,4.2,1.4k,Healthcare,Bangalore/Bengaluru +55 more,10k-50k Employees
479,Philips,3.9,1.4k,Consumer Electronics & Appliances,Amsterdam +84 more,5k-10k Employees
480,Meesho,3.7,1.3k,Internet,Bengaluru/Bangalore +89 more,5k-10k Employees
481,TCE,3.7,1.3k,Engineering & Construction,Mumbai +98 more,5k-10k Employees
482,SBI General Insurance,3.8,1.3k,Insurance,Mumbai +204 more,5k-10k Employees
483,Honeywell Automation,3.8,1.3k,Consumer Electronics & Appliances,Morris Plains +62 more,10k-50k Employees
484,MetLife,4.3,1.3k,Insurance,New York +35 more,1k-5k Employees
485,G R Infraprojects,4.2,1.3k,Engineering & Construction,Gurgaon/Gurugram +136 more,10k-50k Employees
486,CMS Infosystems,3.5,1.3k,IT Services & Consulting,Mumbai +164 more,5k-10k Employees
487,Tata Play,4.1,1.3k,Broadcasting,Mumbai +187 more,5k-10k Employees
488,Aragen Life Sciences,4.1,1.3k,Pharma,Hyderabad/Secunderabad +18 more,1k-5k Employees
489,YASH Technologies,3.8,1.3k,IT Services & Consulting,East Moline +19 more,5k-10k Employees
490,Optum Global Solutions,4.1,1.3k,IT Services & Consulting,Hyderabad/Secunderabad +12 more,10k-50k Employees
491,NCR Corporation,4.0,1.3k,IT Services & Consulting,Atlanta +79 more,5k-10k Employees
492,Spark Minda,3.8,1.3k,Auto Components,Gurgaon +58 more,1k-5k Employees
493,Crisil,3.7,1.3k,Financial Services,Mumbai +53 more,1k-5k Employees
494,Biological E,4.2,1.3k,Biotechnology,Hyderabad/Secunderabad +44 more,1k-5k Employees
495,Bhushan Power & Steel,4.0,1.3k,Iron & Steel,Delhi/NCR +51 more,5k-10k Employees
496,PHN Technology,4.6,1.3k,Pune +30 more,Pune +30 more,
497,Niva Bupa Health Insurance Company,3.7,1.3k,Insurance,Delhi/NCR +179 more,5k-10k Employees
498,Safexpress,4.1,1.3k,Logistics,Delhi/NCR +136 more,1k-5k Employees
499,Microland,3.6,1.3k,IT Services & Consulting,Bangalore +40 more,1k-5k Employees
500,Amazon Transportation Services,4.2,1.3k,Logistics,Seattle +129 more,1k-5k Employees
501,Dainik Bhaskar Group Of Publication,4.4,1.3k,Printing & Publishing,Bhopal +127 more,5k-10k Employees
502,XL Dynamics,3.2,1.3k,IT Services & Consulting,Navi Mumbai +27 more,1k-5k Employees
503,Frankfinn Institute of Air Hostess Training,4.0,1.3k,Education & Training,Gurgaon/Gurugram +57 more,1k-5k Employees
504,Yamaha Motor,4.0,1.3k,Automobile,Iwata +131 more,1k-5k Employees
505,Innovsource Services,4.0,1.3k,Recruitment,Mumbai +187 more,1k-5k Employees
506,Exl India,3.6,1.3k,IT Services & Consulting,New Delhi +25 more,11-50 Employees
507,Metro,4.1,1.3k,Retail,Bangalore/Bengaluru +70 more,1k-5k Employees
508,Apollo Pharmacy,3.9,1.3k,Pharma,Chennai +192 more,10k-50k Employees
509,SS&C TECHNOLOGIES,3.6,1.3k,IT Services & Consulting,Windsor Locks +24 more,5k-10k Employees
510,Reckitt Benckiser,4.0,1.3k,FMCG,Slough +112 more,1k-5k Employees
511,R.R. Donnelley,4.0,1.3k,Marketing & Advertising,Chicago +11 more,5k-10k Employees
512,Angel One,3.9,1.3k,Financial Services,Mumbai +111 more,1k-5k Employees
513,Panasonic Life Solutions,4.0,1.3k,Electrical Equipment,Mumbai +108 more,10k-50k Employees
514,HERE Technologies,3.8,1.3k,IT Services & Consulting,Eindhoven +13 more,1k-5k Employees
515,Matrimony.com,4.4,1.3k,Internet,Chennai +49 more,1k-5k Employees
516,CitiusTech,3.5,1.3k,IT Services & Consulting,New Jersey +14 more,1k-5k Employees
517,Procter & Gamble,4.2,1.3k,FMCG,Cincinnati +201 more,1k-5k Employees
518,Cavinkare,4.0,1.3k,FMCG,Chennai +145 more,1k-5k Employees
519,USV,4.0,1.3k,Pharma,Mumbai +85 more,1k-5k Employees
520,Bharat Financial Inclusion,4.0,1.3k,NBFC,Hyderabad +306 more,10k-50k Employees
521,Allstate,4.0,1.3k,Insurance,Bangalore/Bengaluru +9 more,5k-10k Employees
522,Motherson Automotive Technologies and Engineering,3.9,1.3k,Auto Components,Noida +53 more,501-1k Employees
523,USHA International,4.2,1.3k,Consumer Electronics & Appliances,Gurgaon/Gurugram +111 more,1k-5k Employees
524,SBI Securities,3.8,1.3k,Financial Services,Mumbai +208 more,5k-10k Employees
525,Adecco Group,3.7,1.3k,Recruitment,Zurich +124 more,1k-5k Employees
526,KONE,4.3,1.3k,Industrial Machinery,Chennai +63 more,5k-10k Employees
527,Oberoi Group of Hotels,4.2,1.2k,Hospitality,Delhi/NCR +31 more,1k-5k Employees
528,Honeywell Technology Solutions,3.8,1.2k,Defence & Aerospace,Bangalore/Bengaluru +18 more,10k-50k Employees
529,Team Computers,3.7,1.2k,IT Services & Consulting,Delhi/NCR +83 more,1k-5k Employees
530,Sigma Electric Manufacturing Corporation,4.0,1.2k,Industrial Machinery,Garner +19 more,1k-5k Employees
531,Isgec Heavy Engineering,3.9,1.2k,Industrial Machinery,Noida +70 more,1k-5k Employees
532,Mercedes-Benz Research & Development India,4.1,1.2k,IT Services & Consulting,Bengaluru/Bangalore +48 more,5k-10k Employees
533,DHL Supply Chain,4.2,1.2k,Logistics,Bonn +73 more,1k-5k Employees
534,Chegg,4.2,1.2k,EdTech,Santa Clara +58 more,501-1k Employees
535,Torrent Power,3.7,1.2k,Power,Ahmedabad +35 more,5k-10k Employees
536,Honda Cars,4.2,1.2k,Automobile,Alwar +84 more,5k-10k Employees
537,NTPC,4.3,1.2k,10k-50k Employees,Delhi/NCR +99 more,Fortune India 500
538,TATA Power,4.0,1.2k,10k-50k Employees,Mumbai +123 more,Public
539,Aditya Birla Capital,4.0,1.2k,Financial Services,Mumbai +178 more,10k-50k Employees
540,DIVI'S Laboratories,3.8,1.2k,Healthcare,Hyderabad/Secunderabad +20 more,10k-50k Employees
541,Credit Suisse,4.2,1.2k,10k-50k Employees,Zurich +9 more,168 years old
542,Hyatt Regency,4.2,1.2k,Hospitality,New Delhi +43 more,1k-5k Employees
543,Mother Dairy Fruit & Vegetable,4.2,1.2k,Food Processing,Noida +107 more,1k-5k Employees
544,Arvind Group,4.1,1.2k,Fashion & Textile,Ahmedabad +79 more,10k-50k Employees
545,Johnson & Johnson,4.1,1.2k,Pharma,New Brunswick +133 more,1k-5k Employees
546,Swaraj Tractors,4.3,1.2k,Automobile,Mumbai +136 more,1k-5k Employees
547,Verizon,4.2,1.2k,Telecom,New York City +11 more,5k-10k Employees
548,PI Industries,4.2,1.2k,Agro Chemicals,Gurgaon/Gurugram +85 more,1k-5k Employees
549,Orange Business,4.3,1.2k,IT Services & Consulting,Paris +46 more,1k-5k Employees
550,Jindal Saw,4.0,1.2k,Building Material,Delhi/NCR +56 more,5k-10k Employees
551,V-Guard Industries,4.4,1.2k,Consumer Electronics & Appliances,Kochi/Cochin +121 more,1k-5k Employees
552,Saint-Gobain,4.0,1.2k,Building Material,Paris +78 more,10k-50k Employees
553,Trent,4.1,1.2k,Retail,Mumbai +108 more,10k-50k Employees
554,Medi Assist India,3.7,1.2k,Insurance,Bangalore +52 more,5k-10k Employees
555,Haier Appliances India,4.1,1.2k,Consumer Electronics & Appliances,Qingdao +107 more,1k-5k Employees
556,Piramal Group,4.0,1.2k,Financial Services,Mumbai +120 more,1k-5k Employees
